ACCT,TIPO,BUDGET,COST TO DATE,REF,Etapa,VARIANCE
2020-004,Below the Line,126000,132300.0,Detalle,SHOOT,-6300.0
2020-005,Below the Line,18000,18900.0,Detalle,WRAP,-900.0
2020-008,Below the Line,0,0.0,Detalle,,0.0
2020-009,Below the Line,54000,36000.0,Detalle,PREP,18000.0
2020-010,Below the Line,63000,63000.0,Detalle,SHOOT,0.0
2020-011,Below the Line,18000,27000.0,Detalle,WRAP,-9000.0
2020-014,Below the Line,0,0.0,Detalle,,0.0
2020-015,Below the Line,14000,14000.0,Detalle,PREP,0.0
2020-016,Below the Line,49000,49000.0,Detalle,SHOOT,0.0
2020-017,Below the Line,7000,14000.0,Detalle,WRAP,-7000.0
2020-020,Below the Line,0,0.0,Detalle,,0.0
2020-021,Below the Line,14000,16333.0,Detalle,PREP,-2333.0
2020-022,Below the Line,49000,49000.0,Detalle,SHOOT,0.0
2020-023,Below the Line,7000,14000.0,Detalle,WRAP,-7000.0
2020-026,Below the Line,0,0.0,Detalle,,0.0
2020-027,Below the Line,49000,98000.0,Detalle,SHOOT,-49000.0
2020-030,Below the Line,0,0.0,Detalle,,0.0
2020-031,Below the Line,7000,3500.0,Detalle,2nd Unit,3500.0
2020-032,Below the Line,14000,14000.0,Detalle,2nd Unit,0.0
2020-033,Below the Line,0,3500.0,Detalle,2nd Unit,-3500.0
2020-036,Below the Line,0,0.0,Detalle,,0.0
2020-037,Below the Line,0,0.0,Detalle,2nd Unit,0.0
2020-038,Below the Line,14000,16287.55,Detalle,2nd Unit,-2287.5499999999993
2020-039,Below the Line,0,0.0,Detalle,2nd Unit,0.0
2020-042,Below the Line,0,0.0,Detalle,,0.0
2020-043,Below the Line,0,0.0,Detalle,2nd Unit,0.0
2020-044,Below the Line,8000,8000.0,Detalle,2nd Unit,0.0
2020-045,Below the Line,0,0.0,Detalle,2nd Unit,0.0
2020-047,Below the Line,,8000.0,Detalle,2nd Unit,
2030-002,Below the Line,0,0.0,Detalle,,0.0
2030-003,Below the Line,16000,16000.0,Detalle,PREP,0.0
2030-004,Below the Line,56000,92000.0,Detalle,SHOOT,-36000.0
2030-005,Below the Line,8000,0.0,Detalle,WRAP,8000.0
2030-008,Below the Line,0,0.0,Detalle,,0.0
2030-009,Below the Line,50600,50600.0,Detalle,PREP,0.0
2030-010,Below the Line,177100,177100.0,Detalle,SHOOT,0.0
2030-011,Below the Line,0,0.0,Detalle,WRAP,0.0
2042-002,Below the Line,0,0.0,Detalle,,0.0
2042-003,Below the Line,5000,9054.285,Detalle,ALL SHOW,-4054.285
2045-002,Below the Line,0,0.0,Detalle,,0.0
2045-003,Below the Line,24000,24000.0,Detalle,PREP,0.0
2045-004,Below the Line,56000,56000.0,Detalle,SHOOT,0.0
2045-005,Below the Line,8000,16000.0,Detalle,WRAP,-8000.0
2045-008,Below the Line,0,0.0,Detalle,,0.0
2045-009,Below the Line,52500,52500.0,Detalle,SHOOT,0.0
2045-010,Below the Line,7500,0.0,Detalle,WRAP,7500.0
2080-002,Below the Line,0,0.0,Detalle,,0.0
2080-003,Below the Line,60000,200735.81699999998,Detalle,SHOOT,-140735.81699999998
2103-002,Below the Line,0,0.0,Detalle,,0.0
2103-003,Below the Line,0,0.0,Detalle,,0.0
2103-004,Below the Line,1250000,2041865.6,Detalle,SHOOT,-791865.6000000001
2103-005,Below the Line,72000,0.0,Detalle,SHOOT,72000.0
2110-002,Below the Line,0,0.0,Detalle,,0.0
2110-003,Below the Line,20000,0.0,Detalle,PREP,20000.0
2110-004,Below the Line,140000,0.0,Detalle,SHOOT,140000.0
2110-007,Below the Line,0,0.0,Detalle,,0.0
2110-008,Below the Line,105000,0.0,Detalle,SHOOT,105000.0
2110-011,Below the Line,0,0.0,Detalle,,0.0
2110-012,Below the Line,27000,0.0,Detalle,SHOOT,27000.0
2201-002,Below the Line,0,0.0,Detalle,,0.0
2201-003,Below the Line,16170,16170.0,Detalle,SOFT,0.0
2201-004,Below the Line,291060,291060.0,Detalle,PREP,0.0
2201-005,Below the Line,226380,226380.0,Detalle,SHOOT,0.0
2201-006,Below the Line,64680,64680.0,Detalle,WRAP,0.0
2202-002,Below the Line,0,0.0,Detalle,,0.0
2202-003,Below the Line,193725,193725.0,Detalle,PREP,0.0
2202-004,Below the Line,150675,150675.0,Detalle,SHOOT,0.0
2202-005,Below the Line,43050,43050.0,Detalle,WRAP,0.0
2203-002,Below the Line,0,0.0,Detalle,,0.0
2203-003,Below the Line,50400,50400.0,Detalle,PREP,0.0
2203-004,Below the Line,88200,88200.0,Detalle,SHOOT,0.0
2203-005,Below the Line,12600,12600.0,Detalle,WRAP,0.0
2206-002,Below the Line,0,0.0,Detalle,,0.0
2206-003,Below the Line,141750,141750.0,Detalle,PREP,0.0
2206-004,Below the Line,110250,110250.0,Detalle,SHOOT,0.0
2206-005,Below the Line,31500,47250.0,Detalle,WRAP,-15750.0
2206-008,Below the Line,0,0.0,Detalle,,0.0
2206-009,Below the Line,28000,38500.0,Detalle,PREP,-10500.0
2206-010,Below the Line,49000,53900.0,Detalle,SHOOT,-4900.0
2206-011,Below the Line,14000,23100.0,Detalle,WRAP,-9100.0
2206-014,Below the Line,0,0.0,Detalle,,0.0
2206-015,Below the Line,38500,28000.0,Detalle,PREP,10500.0
2206-016,Below the Line,53900,49000.0,Detalle,SHOOT,4900.0
2206-017,Below the Line,23100,19880.0,Detalle,WRAP,3220.0
2213-002,Below the Line,0,0.0,Detalle,,0.0
2213-003,Below the Line,75600,75600.0,Detalle,PREP,0.0
2213-004,Below the Line,88200,104800.0,Detalle,SHOOT,-16600.0
2285-002,Below the Line,0,0.0,Detalle,,0.0
2285-003,Below the Line,35000,28823.179,Detalle,ALL SHOW,6176.821
2310-002,Below the Line,0,0.0,Detalle,,0.0
2310-003,Below the Line,14700,14700.0,Detalle,PREP,0.0
2310-004,Below the Line,51450,50400.0,Detalle,SHOOT,1050.0
2310-005,Below the Line,0,7350.0,Detalle,WRAP,-7350.0
2310-008,Below the Line,0,0.0,Detalle,,0.0
2310-009,Below the Line,6300,6300.0,Detalle,PREP,0.0
2310-010,Below the Line,44100,44100.0,Detalle,SHOOT,0.0
2310-011,Below the Line,0,6300.0,Detalle,WRAP,-6300.0
2311-002,Below the Line,0,0.0,Detalle,,0.0
2311-003,Below the Line,60000,48636.2,Detalle,ALL SHOW,11363.800000000003
2311-004,Below the Line,5000,1130.0,Detalle,ALL SHOW,3870.0
2311-005,Below the Line,60000,62800.0,Detalle,ALL SHOW,-2800.0
2385-002,Below the Line,0,0.0,Detalle,,0.0
2385-003,Below the Line,60000,91213.206,Detalle,ALL SHOW,-31213.206000000006
2390-002,Below the Line,0,0.0,Detalle,,0.0
2390-003,Below the Line,18000,0.0,Detalle,PREP,18000.0
2390-004,Below the Line,42000,60840.0,Detalle,SHOOT,-18840.0
2390-005,Below the Line,6000,2000.0,Detalle,WRAP,4000.0
2394-002,Below the Line,0,0.0,Detalle,,0.0
2394-004,Below the Line,0,0.0,Detalle,,0.0
2394-005,Below the Line,450000,123028.77,Detalle,SHOOT,326971.23
2394-008,Below the Line,0,0.0,Detalle,,0.0
2394-009,Below the Line,70000,134658.88,Detalle,SHOOT,-64658.880000000005
2394-012,Below the Line,0,0.0,Detalle,,0.0
2394-013,Below the Line,40000,32178.6,Detalle,SHOOT,7821.4000000000015
2394-016,Below the Line,0,0.0,Detalle,,0.0
2394-017,Below the Line,20000,0.0,Detalle,SHOOT,20000.0
2394-020,Below the Line,0,0.0,Detalle,,0.0
2394-021,Below the Line,100000,68048.57,Detalle,SHOOT,31951.429999999993
2394-024,Below the Line,0,0.0,Detalle,,0.0
2394-025,Below the Line,15000,8980.86,Detalle,SHOOT,6019.139999999999
2394-028,Below the Line,0,0.0,Detalle,,0.0
2394-029,Below the Line,25000,662.07,Detalle,SHOOT,24337.93
2394-032,Below the Line,0,0.0,Detalle,,0.0
2394-033,Below the Line,20000,24794.0,Detalle,SHOOT,-4794.0
2394-036,Below the Line,0,0.0,Detalle,,0.0
2394-037,Below the Line,30000,874.34,Detalle,SHOOT,29125.66
2394-040,Below the Line,0,0.0,Detalle,,0.0
2394-041,Below the Line,20000,46200.0,Detalle,SHOOT,-26200.0
2394-044,Below the Line,0,0.0,Detalle,,0.0
2394-045,Below the Line,20000,20600.0,Detalle,SHOOT,-600.0
2394-048,Below the Line,0,0.0,Detalle,,0.0
2394-049,Below the Line,30000,0.0,Detalle,SHOOT,30000.0
2394-052,Below the Line,0,0.0,Detalle,,0.0
2394-053,Below the Line,15000,0.0,Detalle,SHOOT,15000.0
2394-056,Below the Line,0,0.0,Detalle,,0.0
2394-057,Below the Line,10000,0.0,Detalle,SHOOT,10000.0
2394-060,Below the Line,0,0.0,Detalle,,0.0
2394-061,Below the Line,20000,31507.91,Detalle,SHOOT,-11507.91
2394-064,Below the Line,0,0.0,Detalle,,0.0
2394-065,Below the Line,10000,0.0,Detalle,SHOOT,10000.0
2394-068,Below the Line,0,0.0,Detalle,,0.0
2394-069,Below the Line,40000,0.0,Detalle,SHOOT,40000.0
2394-072,Below the Line,0,0.0,Detalle,,0.0
2394-073,Below the Line,65000,5485.6900000000005,Detalle,SHOOT,59514.31
2398-002,Below the Line,0,0.0,Detalle,,0.0
2398-003,Below the Line,60000,58401.47,Detalle,SHOOT,1598.5299999999988
2401-002,Below the Line,0,0.0,Detalle,,0.0
2401-003,Below the Line,124950,124950.0,Detalle,PREP,0.0
2401-004,Below the Line,124950,124950.0,Detalle,SHOOT,0.0
2401-005,Below the Line,35700,53550.0,Detalle,WRAP,-17850.0
2401-008,Below the Line,0,0.0,Detalle,,0.0
2401-009,Below the Line,40000,40000.0,Detalle,PREP,0.0
2401-010,Below the Line,10000,6301.63,Detalle,WRAP,3698.37
2401-013,Below the Line,0,0.0,Detalle,,0.0
2401-014,Below the Line,44625,44625.0,Detalle,PREP,0.0
2401-015,Below the Line,62475,62475.0,Detalle,SHOOT,0.0
2401-016,Below the Line,8925,17258.35,Detalle,WRAP,-8333.349999999999
2401-019,Below the Line,0,0.0,Detalle,,0.0
2401-020,Below the Line,35700,35700.0,Detalle,PREP,0.0
2401-021,Below the Line,62475,62475.0,Detalle,SHOOT,0.0
2401-022,Below the Line,8925,8925.0,Detalle,WRAP,0.0
2401-025,Below the Line,0,0.0,Detalle,,0.0
2401-026,Below the Line,29400,29400.0,Detalle,PREP,0.0
2401-027,Below the Line,51450,51450.0,Detalle,SHOOT,0.0
2401-028,Below the Line,7350,7350.0,Detalle,WRAP,0.0
2401-031,Below the Line,0,0.0,Detalle,,0.0
2401-032,Below the Line,22050,22050.0,Detalle,PREP,0.0
2401-033,Below the Line,51450,51450.0,Detalle,SHOOT,0.0
2401-036,Below the Line,0,0.0,Detalle,,0.0
2401-037,Below the Line,8500,0.0,Detalle,2nd Unit,8500.0
2401-038,Below the Line,17000,17000.0,Detalle,2nd Unit,0.0
2401-039,Below the Line,8500,16833.35,Detalle,2nd Unit,-8333.349999999999
2401-042,Below the Line,0,0.0,Detalle,,0.0
2401-043,Below the Line,8500,8500.0,Detalle,2nd Unit,0.0
2401-044,Below the Line,17000,17000.0,Detalle,2nd Unit,0.0
2401-045,Below the Line,8500,8500.0,Detalle,2nd Unit,0.0
2402-002,Below the Line,0,0.0,Detalle,,0.0
2402-003,Below the Line,21000,16800.0,Detalle,PREP,4200.0
2402-004,Below the Line,58800,58800.0,Detalle,SHOOT,0.0
2402-005,Below the Line,8400,0.0,Detalle,WRAP,8400.0
2403-002,Below the Line,0,0.0,Detalle,,0.0
2403-003,Below the Line,23625,15750.0,Detalle,PREP,7875.0
2403-004,Below the Line,55125,55125.0,Detalle,SHOOT,0.0
2403-005,Below the Line,7875,41700.0,Detalle,WRAP,-33825.0
2403-008,Below the Line,0,0.0,Detalle,,0.0
2403-009,Below the Line,15750,15750.0,Detalle,PREP,0.0
2403-010,Below the Line,55125,55125.0,Detalle,SHOOT,0.0
2403-011,Below the Line,7875,7875.0,Detalle,WRAP,0.0
2403-014,Below the Line,0,0.0,Detalle,,0.0
2403-015,Below the Line,7875,7875.0,Detalle,PREP,0.0
2403-016,Below the Line,55125,55125.0,Detalle,SHOOT,0.0
2403-017,Below the Line,7875,7875.0,Detalle,WRAP,0.0
2403-020,Below the Line,0,0.0,Detalle,,0.0
2403-021,Below the Line,31200,39000.0,Detalle,PREP,-7800.0
2403-022,Below the Line,31200,54780.0,Detalle,WRAP,-23580.0
2403-025,Below the Line,0,0.0,Detalle,,0.0
2403-026,Below the Line,7500,7500.0,Detalle,2nd Unit,0.0
2403-027,Below the Line,15000,15000.0,Detalle,2nd Unit,0.0
2403-028,Below the Line,7500,7500.0,Detalle,2nd Unit,0.0
2403-031,Below the Line,0,0.0,Detalle,,0.0
2403-032,Below the Line,7500,3266.66,Detalle,2nd Unit,4233.34
2403-033,Below the Line,15000,20000.0,Detalle,2nd Unit,-5000.0
2403-034,Below the Line,7500,7500.0,Detalle,2nd Unit,0.0
2405-002,Below the Line,0,0.0,Detalle,,0.0
2405-003,Below the Line,10290,10290.0,Detalle,PREP,0.0
2405-004,Below the Line,72030,77910.0,Detalle,SHOOT,-5880.0
2405-007,Below the Line,0,0.0,Detalle,,0.0
2405-008,Below the Line,8400,0.0,Detalle,PREP,8400.0
2405-009,Below the Line,58800,58800.0,Detalle,SHOOT,0.0
2405-012,Below the Line,0,0.0,Detalle,,0.0
2405-013,Below the Line,8000,0.0,Detalle,2nd Unit,8000.0
2405-014,Below the Line,16000,0.0,Detalle,2nd Unit,16000.0
2405-015,Below the Line,0,0.0,Detalle,2nd Unit,0.0
2405-018,Below the Line,0,0.0,Detalle,,0.0
2405-019,Below the Line,7500,7500.0,Detalle,2nd Unit,0.0
2405-020,Below the Line,15000,30000.0,Detalle,2nd Unit,-15000.0
2405-021,Below the Line,0,0.0,Detalle,2nd Unit,0.0
2405-024,Below the Line,0,0.0,Detalle,,0.0
2405-025,Below the Line,105000,323105.83,Detalle,SHOOT,-218105.83000000002
2485-002,Below the Line,0,0.0,Detalle,,0.0
2485-003,Below the Line,100000,106037.72,Detalle,ALL SHOW,-6037.720000000001
2485-004,Below the Line,44000,8250.0,Detalle,ALL SHOW,35750.0
2490-002,Below the Line,0,0.0,Detalle,,0.0
2490-003,Below the Line,45000,34000.0,Detalle,PREP,11000.0
2490-004,Below the Line,63000,70000.0,Detalle,SHOOT,-7000.0
2490-005,Below the Line,12000,10000.0,Detalle,WRAP,2000.0
2494-002,Below the Line,0,0.0,Detalle,,0.0
2494-003,Below the Line,978000,745427.147,Detalle,SHOOT,232572.853
2494-006,Below the Line,0,0.0,Detalle,,0.0
2494-007,Below the Line,350000,266867.16000000003,Detalle,SHOOT,83132.83999999997
2494-010,Below the Line,0,0.0,Detalle,,0.0
2494-011,Below the Line,60000,9340.3,Detalle,SHOOT,50659.7
2494-014,Below the Line,0,0.0,Detalle,,0.0
2494-015,Below the Line,40000,38566.52,Detalle,SHOOT,1433.4800000000032
2494-018,Below the Line,0,0.0,Detalle,,0.0
2494-019,Below the Line,30000,17435.64,Detalle,SHOOT,12564.36
2494-022,Below the Line,0,0.0,Detalle,,0.0
2494-023,Below the Line,100000,74339.34,Detalle,SHOOT,25660.660000000003
2494-026,Below the Line,0,0.0,Detalle,,0.0
2494-027,Below the Line,60000,81881.13,Detalle,SHOOT,-21881.130000000005
2494-030,Below the Line,0,0.0,Detalle,,0.0
2494-031,Below the Line,90000,74499.52,Detalle,SHOOT,15500.479999999996
2494-034,Below the Line,0,0.0,Detalle,,0.0
2494-035,Below the Line,87000,215168.87,Detalle,SHOOT,-128168.87
2494-038,Below the Line,0,0.0,Detalle,,0.0
2494-039,Below the Line,60000,28775.27,Detalle,SHOOT,31224.73
2494-042,Below the Line,0,0.0,Detalle,,0.0
2494-043,Below the Line,90000,221221.21,Detalle,SHOOT,-131221.21
2494-046,Below the Line,0,0.0,Detalle,,0.0
2494-047,Below the Line,90000,90867.8,Detalle,SHOOT,-867.8000000000029
2494-050,Below the Line,0,0.0,Detalle,,0.0
2494-051,Below the Line,30000,41196.0,Detalle,SHOOT,-11196.0
2494-054,Below the Line,0,0.0,Detalle,,0.0
2494-055,Below the Line,65000,23178.39,Detalle,SHOOT,41821.61
2494-058,Below the Line,0,0.0,Detalle,,0.0
2494-059,Below the Line,100000,123249.12,Detalle,SHOOT,-23249.119999999995
2494-062,Below the Line,0,0.0,Detalle,,0.0
2494-063,Below the Line,50000,24882.96,Detalle,SHOOT,25117.04
2494-066,Below the Line,0,0.0,Detalle,,0.0
2494-067,Below the Line,400000,413459.91000000003,Detalle,SHOOT,-13459.910000000033
2494-070,Below the Line,0,0.0,Detalle,,0.0
2494-071,Below the Line,214000,217013.28,Detalle,SHOOT,-3013.279999999999
2494-074,Below the Line,0,0.0,Detalle,,0.0
2494-075,Below the Line,107630,107630.0,Detalle,ALL SHOW,0.0
2495-002,Below the Line,0,0.0,Detalle,,0.0
2495-003,Below the Line,225000,142099.33,Detalle,ALL SHOW,82900.67000000001
2495-006,Below the Line,0,0.0,Detalle,,0.0
2495-007,Below the Line,30000,0.0,Detalle,PREP,30000.0
2495-010,Below the Line,0,0.0,Detalle,,0.0
2495-011,Below the Line,18900,18900.0,Detalle,PREP,0.0
2495-012,Below the Line,44100,44100.0,Detalle,SHOOT,0.0
2495-013,Below the Line,12600,21420.0,Detalle,WRAP,-8820.0
2495-016,Below the Line,0,0.0,Detalle,,0.0
2495-017,Below the Line,30000,25000.0,Detalle,ALL SHOW,5000.0
2495-020,Below the Line,0,0.0,Detalle,,0.0
2495-021,Below the Line,5500,22950.87,Detalle,ALL SHOW,-17450.87
2498-002,Below the Line,0,0.0,Detalle,,0.0
2498-003,Below the Line,100000,125933.85,Detalle,ALL SHOW,-25933.850000000006
2501-002,Below the Line,0,0.0,Detalle,,0.0
2501-003,Below the Line,85000,85000.0,Detalle,PREP,0.0
2501-004,Below the Line,119000,119000.0,Detalle,SHOOT,0.0
2501-005,Below the Line,34000,34000.0,Detalle,WRAP,0.0
2501-008,Below the Line,0,0.0,Detalle,,0.0
2501-009,Below the Line,39200,39200.0,Detalle,PREP,0.0
2501-010,Below the Line,68600,68600.0,Detalle,SHOOT,0.0
2501-011,Below the Line,14700,14700.0,Detalle,WRAP,0.0
2502-002,Below the Line,0,0.0,Detalle,,0.0
2502-003,Below the Line,24000,24000.0,Detalle,PREP,0.0
2502-004,Below the Line,56000,56000.0,Detalle,SHOOT,0.0
2502-007,Below the Line,0,0.0,Detalle,,0.0
2502-008,Below the Line,16000,16000.0,Detalle,2nd Unit,0.0
2502-011,Below the Line,0,0.0,Detalle,,0.0
2502-012,Below the Line,15000,9800.0,Detalle,2nd Unit,5200.0
2508-002,Below the Line,0,0.0,Detalle,,0.0
2508-003,Below the Line,52500,50500.0,Detalle,SHOOT,2000.0
2508-006,Below the Line,0,0.0,Detalle,,0.0
2508-007,Below the Line,50000,17340.75,Detalle,ALL SHOW,32659.25
2585-002,Below the Line,0,0.0,Detalle,,0.0
2585-003,Below the Line,85000,87729.117,Detalle,ALL SHOW,-2729.1169999999984
2594-002,Below the Line,0,0.0,Detalle,,0.0
2594-003,Below the Line,310000,469634.524,Detalle,ALL SHOW,-159634.52399999998
2598-002,Below the Line,0,0.0,Detalle,,0.0
2598-003,Below the Line,40000,6740.63,Detalle,ALL SHOW,33259.37
2601-002,Below the Line,0,0.0,Detalle,,0.0
2601-003,Below the Line,47500,63598.01,Detalle,SHOOT,-16098.010000000002
2601-006,Below the Line,0,0.0,Detalle,,0.0
2601-007,Below the Line,14400,19280.239999999998,Detalle,SHOOT,-4880.239999999998
2602-002,Below the Line,0,0.0,Detalle,,0.0
2602-003,Below the Line,45000,45000.0,Detalle,SHOOT,0.0
2602-004,Below the Line,36000,51800.0,Detalle,SHOOT,-15800.0
2602-005,Below the Line,96000,96000.0,Detalle,SHOOT,0.0
2602-006,Below the Line,67200,67200.0,Detalle,SHOOT,0.0
2602-007,Below the Line,24000,24000.0,Detalle,SHOOT,0.0
2602-008,Below the Line,16000,16000.0,Detalle,SHOOT,0.0
2602-009,Below the Line,12000,28066.87,Detalle,SHOOT,-16066.869999999999
2602-010,Below the Line,9500,9500.0,Detalle,SHOOT,0.0
2602-011,Below the Line,14000,14271.12,Detalle,SHOOT,-271.1200000000008
2602-012,Below the Line,12000,0.0,Detalle,SHOOT,12000.0
2602-013,Below the Line,12000,12000.0,Detalle,SHOOT,0.0
2602-014,Below the Line,14400,14400.0,Detalle,SHOOT,0.0
2602-015,Below the Line,12000,24000.0,Detalle,SHOOT,-12000.0
2602-016,Below the Line,25200,25200.0,Detalle,SHOOT,0.0
2602-017,Below the Line,24000,0.0,Detalle,SHOOT,24000.0
2602-018,Below the Line,56000,0.0,Detalle,SHOOT,56000.0
2602-019,Below the Line,48000,72234.49,Detalle,SHOOT,-24234.490000000005
2602-020,Below the Line,70000,0.0,Detalle,SHOOT,70000.0
2602-021,Below the Line,33600,48987.22,Detalle,SHOOT,-15387.220000000001
2602-022,Below the Line,34000,102694.05,Detalle,SHOOT,-68694.05
2602-023,Below the Line,,55000.0,Detalle,SHOOT,
2621-002,Below the Line,0,0.0,Detalle,,0.0
2621-003,Below the Line,10000,10000.0,Detalle,PREP,0.0
2621-004,Below the Line,53600,88000.0,Detalle,SHOOT,-34400.0
2623-002,Below the Line,0,0.0,Detalle,,0.0
2623-003,Below the Line,30000,58120.0,Detalle,SHOOT,-28120.0
2623-004,Below the Line,30000,57600.0,Detalle,SHOOT,-27600.0
2623-005,Below the Line,40000,76800.0,Detalle,SHOOT,-36800.0
2623-006,Below the Line,40000,67800.0,Detalle,SHOOT,-27800.0
2623-007,Below the Line,36000,68000.0,Detalle,SHOOT,-32000.0
2623-008,Below the Line,10000,18000.0,Detalle,SHOOT,-8000.0
2623-011,Below the Line,0,0.0,Detalle,,0.0
2623-012,Below the Line,5250,6250.0,Detalle,SHOOT,-1000.0
2623-013,Below the Line,15200,6080.0,Detalle,SHOOT,9120.0
2623-014,Below the Line,21000,0.0,Detalle,SHOOT,21000.0
2623-015,Below the Line,14400,0.0,Detalle,SHOOT,14400.0
2623-016,Below the Line,5200,5200.0,Detalle,SHOOT,0.0
2623-017,Below the Line,15600,10400.0,Detalle,SHOOT,5200.0
2623-018,Below the Line,38000,30400.0,Detalle,SHOOT,7600.0
2623-019,Below the Line,3200,6400.0,Detalle,SHOOT,-3200.0
2693-002,Below the Line,0,0.0,Detalle,,0.0
2693-003,Below the Line,25000,0.0,Detalle,ALL SHOW,25000.0
2701-002,Below the Line,0,0.0,Detalle,,0.0
2701-003,Below the Line,202500,202500.0,Detalle,PREP,0.0
2701-004,Below the Line,157500,157500.0,Detalle,SHOOT,0.0
2701-005,Below the Line,22500,22500.0,Detalle,WRAP,0.0
2703-002,Below the Line,0,0.0,Detalle,,0.0
2703-003,Below the Line,70000,70000.0,Detalle,PREP,0.0
2703-004,Below the Line,70000,70000.0,Detalle,SHOOT,0.0
2703-005,Below the Line,20000,20000.0,Detalle,WRAP,0.0
2705-002,Below the Line,0,0.0,Detalle,,0.0
2705-003,Below the Line,126000,126000.0,Detalle,PREP,0.0
2705-004,Below the Line,98000,98000.0,Detalle,SHOOT,0.0
2705-005,Below the Line,28000,28000.0,Detalle,WRAP,0.0
2706-002,Below the Line,0,0.0,Detalle,,0.0
2706-003,Below the Line,24000,24000.0,Detalle,PREP,0.0
2706-004,Below the Line,56000,56000.0,Detalle,SHOOT,0.0
2706-005,Below the Line,16000,16000.0,Detalle,WRAP,0.0
2706-008,Below the Line,0,0.0,Detalle,,0.0
2706-009,Below the Line,8000,8000.0,Detalle,2nd Unit,0.0
2706-010,Below the Line,16000,17500.0,Detalle,2nd Unit,-1500.0
2706-011,Below the Line,0,0.0,Detalle,2nd Unit,0.0
2707-002,Below the Line,0,0.0,Detalle,,0.0
2707-003,Below the Line,22500,22500.0,Detalle,PREP,0.0
2707-004,Below the Line,52500,52500.0,Detalle,SHOOT,0.0
2707-005,Below the Line,15000,22500.0,Detalle,WRAP,-7500.0
2707-008,Below the Line,0,0.0,Detalle,,0.0
2707-009,Below the Line,34500,34500.0,Detalle,PREP,0.0
2707-012,Below the Line,0,0.0,Detalle,,0.0
2707-013,Below the Line,10000,10000.0,Detalle,2nd Unit,0.0
2707-014,Below the Line,20000,20000.0,Detalle,2nd Unit,0.0
2707-015,Below the Line,10000,10000.0,Detalle,2nd Unit,0.0
2707-018,Below the Line,0,0.0,Detalle,,0.0
2707-019,Below the Line,7500,7500.0,Detalle,2nd Unit,0.0
2707-020,Below the Line,15000,15000.0,Detalle,2nd Unit,0.0
2707-021,Below the Line,7500,7500.0,Detalle,2nd Unit,0.0
2707-024,Below the Line,0,0.0,Detalle,,0.0
2707-025,Below the Line,34500,116640.0,Detalle,SHOOT,-82140.0
2709-002,Below the Line,0,0.0,Detalle,,0.0
2709-003,Below the Line,10000,0.0,Detalle,PREP,10000.0
2794-002,Below the Line,0,0.0,Detalle,,0.0
2794-003,Below the Line,1500000,1488476.147,Detalle,SHOOT,11523.852999999886
2795-002,Below the Line,0,0.0,Detalle,,0.0
2795-003,Below the Line,140000,99950.0,Detalle,ALL SHOW,40050.0
2795-006,Below the Line,0,0.0,Detalle,,0.0
2795-007,Below the Line,15000,0.0,Detalle,ALL SHOW,15000.0
2795-010,Below the Line,0,0.0,Detalle,,0.0
2795-011,Below the Line,63000,63000.0,Detalle,PREP,0.0
2795-012,Below the Line,63000,63000.0,Detalle,SHOOT,0.0
2795-013,Below the Line,18000,18000.0,Detalle,WRAP,0.0
2798-002,Below the Line,0,0.0,Detalle,,0.0
2798-003,Below the Line,20000,0.0,Detalle,ALL SHOW,20000.0
2801-002,Below the Line,0,0.0,Detalle,,0.0
2801-003,Below the Line,147000,147000.0,Detalle,PREP,0.0
2801-004,Below the Line,147000,147000.0,Detalle,SHOOT,0.0
2801-005,Below the Line,21000,34200.0,Detalle,WRAP,-13200.0
2801-008,Below the Line,0,0.0,Detalle,,0.0
2801-009,Below the Line,61500,61500.0,Detalle,PREP,0.0
2801-010,Below the Line,86100,86100.0,Detalle,SHOOT,0.0
2801-011,Below the Line,12300,12300.0,Detalle,WRAP,0.0
2802-002,Below the Line,0,0.0,Detalle,,0.0
2802-003,Below the Line,36000,36000.0,Detalle,PREP,0.0
2802-004,Below the Line,84000,84000.0,Detalle,SHOOT,0.0
2802-005,Below the Line,0,0.0,Detalle,WRAP,0.0
2802-008,Below the Line,0,0.0,Detalle,,0.0
2802-009,Below the Line,10300,10500.0,Detalle,PREP,-200.0
2802-010,Below the Line,72100,71900.0,Detalle,SHOOT,200.0
2802-013,Below the Line,0,0.0,Detalle,,0.0
2802-014,Below the Line,9000,8000.0,Detalle,2nd Unit,1000.0
2802-015,Below the Line,18000,16000.0,Detalle,2nd Unit,2000.0
2802-016,Below the Line,0,0.0,Detalle,2nd Unit,0.0
2802-019,Below the Line,0,0.0,Detalle,,0.0
2802-020,Below the Line,8000,9000.0,Detalle,2nd Unit,-1000.0
2802-021,Below the Line,16000,18000.0,Detalle,2nd Unit,-2000.0
2802-022,Below the Line,0,0.0,Detalle,2nd Unit,0.0
2804-002,Below the Line,0,0.0,Detalle,,0.0
2804-003,Below the Line,36000,36000.0,Detalle,PREP,0.0
2804-004,Below the Line,84000,84000.0,Detalle,SHOOT,0.0
2804-005,Below the Line,0,0.0,Detalle,WRAP,0.0
2805-002,Below the Line,0,0.0,Detalle,,0.0
2805-003,Below the Line,9300,9300.0,Detalle,PREP,0.0
2805-004,Below the Line,65100,65100.0,Detalle,SHOOT,0.0
2805-005,Below the Line,0,0.0,Detalle,WRAP,0.0
2805-008,Below the Line,0,0.0,Detalle,,0.0
